"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Mora County, NM"	"35033"	Suppressed	22947	Suppressed	Suppressed
	"Otero County, NM"	"35035"	18	326287	Unreliable	0.0203%
	"Quay County, NM"	"35037"	Suppressed	42289	Suppressed	Suppressed
	"Rio Arriba County, NM"	"35039"	19	198513	Unreliable	0.0214%
	"Roosevelt County, NM"	"35041"	Suppressed	96540	Suppressed	Suppressed
	"Sandoval County, NM"	"35043"	29	698109	4.1541	0.0327%
	"San Juan County, NM"	"35045"	58	611030	9.4922	0.0654%
	"San Miguel County, NM"	"35047"	11	140255	Unreliable	0.0124%
	"Santa Fe County, NM"	"35049"	32	741674	4.3146	0.0361%
	"Sierra County, NM"	"35051"	Suppressed	56486	Suppressed	Suppressed
	"Socorro County, NM"	"35053"	Suppressed	85975	Suppressed	Suppressed
	"Taos County, NM"	"35055"	15	164886	Unreliable	0.0169%
	"Torrance County, NM"	"35057"	Suppressed	77621	Suppressed	Suppressed
	"Union County, NM"	"35059"	Suppressed	21238	Suppressed	Suppressed
	"Valencia County, NM"	"35061"	29	379404	7.6436	0.0327%
	"Albany County, NY"	"36001"	42	1542955	2.7220	0.0474%
	"Allegany County, NY"	"36003"	Suppressed	237278	Suppressed	Suppressed
	"Bronx County, NY"	"36005"	467	7239216	6.4510	0.5267%
	"Broome County, NY"	"36007"	27	980423	2.7539	0.0305%
	"Cattaraugus County, NY"	"36009"	Suppressed	390439	Suppressed	Suppressed
	"Cayuga County, NY"	"36011"	Suppressed	392052	Suppressed	Suppressed
	"Chautauqua County, NY"	"36013"	13	654462	Unreliable	0.0147%
	"Chemung County, NY"	"36015"	14	435226	Unreliable	0.0158%
	"Chenango County, NY"	"36017"	Suppressed	244215	Suppressed	Suppressed
	"Clinton County, NY"	"36019"	Suppressed	406527	Suppressed	Suppressed
	"Columbia County, NY"	"36021"	Suppressed	307467	Suppressed	Suppressed
	"Cortland County, NY"	"36023"	Suppressed	242350	Suppressed	Suppressed
	"Delaware County, NY"	"36025"	Suppressed	229880	Suppressed	Suppressed
	"Dutchess County, NY"	"36027"	32	1479290	2.1632	0.0361%
	"Erie County, NY"	"36029"	284	4611853	6.1580	0.3203%
	"Essex County, NY"	"36031"	Suppressed	191977	Suppressed	Suppressed
	"Franklin County, NY"	"36033"	Suppressed	255135	Suppressed	Suppressed
	"Fulton County, NY"	"36035"	Suppressed	270388	Suppressed	Suppressed
	"Genesee County, NY"	"36037"	Suppressed	293991	Suppressed	Suppressed
	"Greene County, NY"	"36039"	Suppressed	239025	Suppressed	Suppressed
	"Hamilton County, NY"	"36041"	Suppressed	23227	Suppressed	Suppressed
	"Herkimer County, NY"	"36043"	Suppressed	315878	Suppressed	Suppressed
	"Jefferson County, NY"	"36045"	13	584435	Unreliable	0.0147%
	"Kings County, NY"	"36047"	697	13128598	5.3090	0.7862%
	"Lewis County, NY"	"36049"	Suppressed	134742	Suppressed	Suppressed
	"Livingston County, NY"	"36051"	Suppressed	322064	Suppressed	Suppressed
	"Madison County, NY"	"36053"	Suppressed	358894	Suppressed	Suppressed
	"Monroe County, NY"	"36055"	219	3744432	5.8487	0.2470%
	"Montgomery County, NY"	"36057"	Suppressed	247852	Suppressed	Suppressed
	"Nassau County, NY"	"36059"	128	6803137	1.8815	0.1444%
	"New York County, NY"	"36061"	193	8215406	2.3492	0.2177%
	"Niagara County, NY"	"36063"	34	1063512	3.1970	0.0383%
	"Oneida County, NY"	"36065"	39	1161478	3.3578	0.0440%
	"Onondaga County, NY"	"36067"	134	2336638	5.7347	0.1511%
	"Ontario County, NY"	"36069"	Suppressed	548098	Suppressed	Suppressed
	"Orange County, NY"	"36071"	53	1890774	2.8031	0.0598%
	"Orleans County, NY"	"36073"	Suppressed	208130	Suppressed	Suppressed
	"Oswego County, NY"	"36075"	Suppressed	599689	Suppressed	Suppressed
	"Otsego County, NY"	"36077"	Suppressed	303638	Suppressed	Suppressed
	"Putnam County, NY"	"36079"	Suppressed	496397	Suppressed	Suppressed
	"Queens County, NY"	"36081"	304	11648541	2.6098	0.3429%
	"Rensselaer County, NY"	"36083"	27	799750	3.3761	0.0305%
	"Richmond County, NY"	"36085"	71	2375931	2.9883	0.0801%
	"Rockland County, NY"	"36087"	28	1626454	1.7215	0.0316%
	"St. Lawrence County, NY"	"36089"	Suppressed	554031	Suppressed	Suppressed
	"Saratoga County, NY"	"36091"	10	1131957	Unreliable	0.0113%
	"Schenectady County, NY"	"36093"	33	775790	4.2537	0.0372%
	"Schoharie County, NY"	"36095"	Suppressed	157477	Suppressed	Suppressed
	"Schuyler County, NY"	"36097"	Suppressed	91224	Suppressed	Suppressed
	"Seneca County, NY"	"36099"	Suppressed	174401	Suppressed	Suppressed
	"Steuben County, NY"	"36101"	Suppressed	487896	Suppressed	Suppressed
	"Suffolk County, NY"	"36103"	167	7489829	2.2297	0.1884%
	"Sullivan County, NY"	"36105"	13	377771	Unreliable	0.0147%
	"Tioga County, NY"	"36107"	Suppressed	246904	Suppressed	Suppressed
	"Tompkins County, NY"	"36109"	Suppressed	522907	Suppressed	Suppressed
	"Ulster County, NY"	"36111"	16	900228	Unreliable	0.0180%
	"Warren County, NY"	"36113"	Suppressed	324097	Suppressed	Suppressed
	"Washington County, NY"	"36115"	Suppressed	311115	Suppressed	Suppressed
	"Wayne County, NY"	"36117"	11	457438	Unreliable	0.0124%
	"Westchester County, NY"	"36119"	100	4872618	2.0523	0.1128%
	"Wyoming County, NY"	"36121"	Suppressed	205016	Suppressed	Suppressed
	"Yates County, NY"	"36123"	Suppressed	125290	Suppressed	Suppressed
	"Alamance County, NC"	"37001"	43	790525	5.4394	0.0485%
	"Alexander County, NC"	"37003"	Suppressed	186361	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	Suppressed	54534	Suppressed	Suppressed
	"Anson County, NC"	"37007"	23	128124	17.9514	0.0259%
	"Ashe County, NC"	"37009"	Suppressed	135178	Suppressed	Suppressed
	"Avery County, NC"	"37011"	Suppressed	88227	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	12	237314	Unreliable	0.0135%
	"Bertie County, NC"	"37015"	12	99727	Unreliable	0.0135%
	"Bladen County, NC"	"37017"	25	171037	14.6167	0.0282%
	"Brunswick County, NC"	"37019"	23	614752	3.7413	0.0259%
	"Buncombe County, NC"	"37021"	55	1265324	4.3467	0.0620%
	"Burke County, NC"	"37023"	18	446314	Unreliable	0.0203%
	"Cabarrus County, NC"	"37025"	39	984553	3.9612	0.0440%
	"Caldwell County, NC"	"37027"	27	408191	6.6146	0.0305%
	"Camden County, NC"	"37029"	Suppressed	51826	Suppressed	Suppressed
	"Carteret County, NC"	"37031"	Suppressed	343895	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	Suppressed	114769	Suppressed	Suppressed
	"Catawba County, NC"	"37035"	44	778833	5.6495	0.0496%
	"Chatham County, NC"	"37037"	12	350158	Unreliable	0.0135%
	"Cherokee County, NC"	"37039"	Suppressed	137529	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	Suppressed	72180	Suppressed	Suppressed
	"Clay County, NC"	"37043"	Suppressed	53857	Suppressed	Suppressed
	"Cleveland County, NC"	"37045"	29	485480	5.9735	0.0327%
	"Columbus County, NC"	"37047"	49	283334	17.2941	0.0553%
	"Craven County, NC"	"37049"	34	518473	6.5577	0.0383%
	"Cumberland County, NC"	"37051"	186	1635710	11.3712	0.2098%
	"Currituck County, NC"	"37053"	Suppressed	126775	Suppressed	Suppressed
	"Dare County, NC"	"37055"	Suppressed	177849	Suppressed	Suppressed
	"Davidson County, NC"	"37057"	28	822506	3.4042	0.0316%
	"Davie County, NC"	"37059"	Suppressed	209210	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	12	297133	Unreliable	0.0135%
	"Durham County, NC"	"37063"	172	1501397	11.4560	0.1940%
	"Edgecombe County, NC"	"37065"	34	270722	12.5590	0.0383%
	"Forsyth County, NC"	"37067"	110	1843368	5.9673	0.1241%
	"Franklin County, NC"	"37069"	27	319703	8.4453	0.0305%
	"Gaston County, NC"	"37071"	66	1071136	6.1617	0.0744%
	"Gates County, NC"	"37073"	Suppressed	57670	Suppressed	Suppressed
	"Graham County, NC"	"37075"	Suppressed	43095	Suppressed	Suppressed
	"Granville County, NC"	"37077"	20	294037	6.8019	0.0226%
	"Greene County, NC"	"37079"	Suppressed	105642	Suppressed	Suppressed
	"Guilford County, NC"	"37081"	194	2584612	7.5060	0.2188%
	"Halifax County, NC"	"37083"	34	261955	12.9793	0.0383%
	"Harnett County, NC"	"37085"	40	643428	6.2167	0.0451%
	"Haywood County, NC"	"37087"	11	300288	Unreliable	0.0124%
	"Henderson County, NC"	"37089"	13	563261	Unreliable	0.0147%
	"Hertford County, NC"	"37091"	10	120965	Unreliable	0.0113%
	"Hoke County, NC"	"37093"	23	262982	8.7458	0.0259%
	"Hyde County, NC"	"37095"	Suppressed	27803	Suppressed	Suppressed
	"Iredell County, NC"	"37097"	31	849685	3.6484	0.0350%
	"Jackson County, NC"	"37099"	Suppressed	208379	Suppressed	Suppressed
	"Johnston County, NC"	"37101"	30	933208	3.2147	0.0338%
	"Jones County, NC"	"37103"	Suppressed	49746	Suppressed	Suppressed
	"Lee County, NC"	"37105"	28	299634	9.3447	0.0316%
	"Lenoir County, NC"	"37107"	43	289695	14.8432	0.0485%
	"Lincoln County, NC"	"37109"	11	404175	Unreliable	0.0124%
	"McDowell County, NC"	"37111"	17	225149	Unreliable	0.0192%
	"Macon County, NC"	"37113"	Suppressed	171041	Suppressed	Suppressed
	"Madison County, NC"	"37115"	Suppressed	106404	Suppressed	Suppressed
	"Martin County, NC"	"37117"	Suppressed	116471	Suppressed	Suppressed
	"Mecklenburg County, NC"	"37119"	356	5169258	6.8869	0.4015%
	"Mitchell County, NC"	"37121"	Suppressed	76083	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	Suppressed	137367	Suppressed	Suppressed
	"Moore County, NC"	"37125"	24	472056	5.0841	0.0271%
	"Nash County, NC"	"37127"	40	471365	8.4860	0.0451%
	"New Hanover County, NC"	"37129"	78	1100604	7.0870	0.0880%
	"Northampton County, NC"	"37131"	12	101590	Unreliable	0.0135%
	"Onslow County, NC"	"37133"	56	940149	5.9565	0.0632%
	"Orange County, NC"	"37135"	14	708868	Unreliable	0.0158%
	"Pamlico County, NC"	"37137"	Suppressed	64192	Suppressed	Suppressed
	"Pasquotank County, NC"	"37139"	12	199204	Unreliable	0.0135%
	"Pender County, NC"	"37141"	14	289243	Unreliable	0.0158%
	"Perquimans County, NC"	"37143"	Suppressed	67316	Suppressed	Suppressed
	"Person County, NC"	"37145"	12	196321	Unreliable	0.0135%
	"Pitt County, NC"	"37147"	54	881721	6.1244	0.0609%
	"Polk County, NC"	"37149"	Suppressed	102026	Suppressed	Suppressed
	"Randolph County, NC"	"37151"	27	714852	3.7770	0.0305%
	"Richmond County, NC"	"37153"	22	227312	9.6783	0.0248%
	"Robeson County, NC"	"37155"	152	669639	22.6988	0.1714%
	"Rockingham County, NC"	"37157"	32	457674	6.9919	0.0361%
	"Rowan County, NC"	"37159"	64	696672	9.1865	0.0722%
	"Rutherford County, NC"	"37161"	12	332918	Unreliable	0.0135%
	"Sampson County, NC"	"37163"	28	318478	8.7918	0.0316%
	"Scotland County, NC"	"37165"	23	177447	12.9616	0.0259%
	"Stanly County, NC"	"37167"	13	304222	Unreliable	0.0147%
	"Stokes County, NC"	"37169"	Suppressed	231172	Suppressed	Suppressed
	"Surry County, NC"	"37171"	13	363098	Unreliable	0.0147%
	"Swain County, NC"	"37173"	Suppressed	71406	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	Suppressed	166597	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	Suppressed	20487	Suppressed	Suppressed
	"Union County, NC"	"37179"	29	1112038	2.6078	0.0327%
	"Vance County, NC"	"37181"	40	222445	17.9820	0.0451%
	"Wake County, NC"	"37183"	146	5116172	2.8537	0.1647%
	"Warren County, NC"	"37185"	Suppressed	100751	Suppressed	Suppressed
	"Washington County, NC"	"37187"	Suppressed	61884	Suppressed	Suppressed
	"Watauga County, NC"	"37189"	Suppressed	266881	Suppressed	Suppressed
	"Wayne County, NC"	"37191"	59	621493	9.4933	0.0665%
	"Wilkes County, NC"	"37193"	22	343679	6.4013	0.0248%
	"Wilson County, NC"	"37195"	35	408114	8.5760	0.0395%
	"Yadkin County, NC"	"37197"	Suppressed	188721	Suppressed	Suppressed
	"Yancey County, NC"	"37199"	Suppressed	88189	Suppressed	Suppressed
	"Adams County, ND"	"38001"	Suppressed	11726	Suppressed	Suppressed
	"Barnes County, ND"	"38003"	Suppressed	55093	Suppressed	Suppressed
	"Benson County, ND"	"38005"	Suppressed	34138	Suppressed	Suppressed
	"Billings County, ND"	"38007"	Suppressed	4585	Suppressed	Suppressed
	"Bottineau County, ND"	"38009"	Suppressed	33211	Suppressed	Suppressed
	"Bowman County, ND"	"38011"	Suppressed	16162	Suppressed	Suppressed
	"Burke County, ND"	"38013"	Suppressed	11188	Suppressed	Suppressed
	"Burleigh County, ND"	"38015"	Suppressed	461468	Suppressed	Suppressed
	"Cass County, ND"	"38017"	16	854382	Unreliable	0.0180%
	"Cavalier County, ND"	"38019"	Suppressed	19168	Suppressed	Suppressed
	"Dickey County, ND"	"38021"	Suppressed	25427	Suppressed	Suppressed
	"Divide County, ND"	"38023"	Suppressed	11897	Suppressed	Suppressed
	"Dunn County, ND"	"38025"	Suppressed	21862	Suppressed	Suppressed
	"Eddy County, ND"	"38027"	Suppressed	11820	Suppressed	Suppressed
	"Emmons County, ND"	"38029"	Suppressed	16957	Suppressed	Suppressed
	"Foster County, ND"	"38031"	Suppressed	16644	Suppressed	Suppressed
	"Golden Valley County, ND"	"38033"	Suppressed	9099	Suppressed	Suppressed
	"Grand Forks County, ND"	"38035"	Suppressed	352111	Suppressed	Suppressed
	"Grant County, ND"	"38037"	Suppressed	11879	Suppressed	Suppressed
	"Griggs County, ND"	"38039"	Suppressed	11464	Suppressed	Suppressed
	"Hettinger County, ND"	"38041"	Suppressed	13136	Suppressed	Suppressed
	"Kidder County, ND"	"38043"	Suppressed	12165	Suppressed	Suppressed
	"LaMoure County, ND"	"38045"	Suppressed	20638	Suppressed	Suppressed
	"Logan County, ND"	"38047"	Suppressed	9684	Suppressed	Suppressed
	"McHenry County, ND"	"38049"	Suppressed	29741	Suppressed	Suppressed
	"McIntosh County, ND"	"38051"	Suppressed	13576	Suppressed	Suppressed
	"McKenzie County, ND"	"38053"	Suppressed	58481	Suppressed	Suppressed
	"McLean County, ND"	"38055"	Suppressed	48253	Suppressed	Suppressed
	"Mercer County, ND"	"38057"	Suppressed	43350	Suppressed	Suppressed
	"Morton County, ND"	"38059"	Suppressed	150727	Suppressed	Suppressed
	"Mountrail County, ND"	"38061"	Suppressed	49996	Suppressed	Suppressed
	"Nelson County, ND"	"38063"	Suppressed	15005	Suppressed	Suppressed
	"Oliver County, ND"	"38065"	Suppressed	9380	Suppressed	Suppressed
	"Pembina County, ND"	"38067"	Suppressed	35441	Suppressed	Suppressed
	"Pierce County, ND"	"38069"	Suppressed	21533	Suppressed	Suppressed
	"Ramsey County, ND"	"38071"	Suppressed	57814	Suppressed	Suppressed
	"Ransom County, ND"	"38073"	Suppressed	27111	Suppressed	Suppressed
	"Renville County, ND"	"38075"	Suppressed	12779	Suppressed	Suppressed
	"Richland County, ND"	"38077"	Suppressed	81877	Suppressed	Suppressed
	"Rolette County, ND"	"38079"	Suppressed	73037	Suppressed	Suppressed
	"Sargent County, ND"	"38081"	Suppressed	19445	Suppressed	Suppressed
	"Sheridan County, ND"	"38083"	Suppressed	6615	Suppressed	Suppressed
	"Sioux County, ND"	"38085"	Suppressed	22067	Suppressed	Suppressed
	"Slope County, ND"	"38087"	Suppressed	3827	Suppressed	Suppressed
	"Stark County, ND"	"38089"	Suppressed	152146	Suppressed	Suppressed
	"Steele County, ND"	"38091"	Suppressed	9750	Suppressed	Suppressed
	"Stutsman County, ND"	"38093"	Suppressed	105567	Suppressed	Suppressed
	"Towner County, ND"	"38095"	Suppressed	11415	Suppressed	Suppressed
	"Traill County, ND"	"38097"	Suppressed	40384	Suppressed	Suppressed
	"Walsh County, ND"	"38099"	Suppressed	54730	Suppressed	Suppressed
	"Ward County, ND"	"38101"	Suppressed	347805	Suppressed	Suppressed
	"Wells County, ND"	"38103"	Suppressed	20686	Suppressed	Suppressed
	"Williams County, ND"	"38105"	Suppressed	164705	Suppressed	Suppressed
	"Adams County, OH"	"39001"	Suppressed	139891	Suppressed	Suppressed
	"Allen County, OH"	"39003"	24	521703	4.6003	0.0271%
	"Ashland County, OH"	"39005"	Suppressed	266571	Suppressed	Suppressed
	"Ashtabula County, OH"	"39007"	45	493656	9.1157	0.0508%
	"Athens County, OH"	"39009"	Suppressed	328063	Suppressed	Suppressed
	"Auglaize County, OH"	"39011"	Suppressed	229309	Suppressed	Suppressed
	"Belmont County, OH"	"39013"	Suppressed	344888	Suppressed	Suppressed
	"Brown County, OH"	"39015"	12	219554	Unreliable	0.0135%
	"Butler County, OH"	"39017"	72	1879924	3.8299	0.0812%
	"Carroll County, OH"	"39019"	Suppressed	139327	Suppressed	Suppressed
	"Champaign County, OH"	"39021"	Suppressed	195157	Suppressed	Suppressed
	"Clark County, OH"	"39023"	47	678023	6.9319	0.0530%
	"Clermont County, OH"	"39025"	Suppressed	1010987	Suppressed	Suppressed
	"Clinton County, OH"	"39027"	Suppressed	209608	Suppressed	Suppressed
	"Columbiana County, OH"	"39029"	13	523147	Unreliable	0.0147%
	"Coshocton County, OH"	"39031"	Suppressed	182991	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	Suppressed	211423	Suppressed	Suppressed
	"Cuyahoga County, OH"	"39035"	753	6276769	11.9966	0.8493%
	"Darke County, OH"	"39037"	Suppressed	259962	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	Suppressed	191708	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	Suppressed	964032	Suppressed	Suppressed
	"Erie County, OH"	"39043"	Suppressed	377350	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	14	757986	Unreliable	0.0158%
	"Fayette County, OH"	"39047"	Suppressed	143707	Suppressed	Suppressed
	"Franklin County, OH"	"39049"	576	6251877	9.2132	0.6497%
	"Fulton County, OH"	"39051"	Suppressed	212408	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	Suppressed	151148	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	Suppressed	470347	Suppressed	Suppressed
	"Greene County, OH"	"39057"	15	822968	Unreliable	0.0169%
	"Guernsey County, OH"	"39059"	Suppressed	196640	Suppressed	Suppressed
	"Hamilton County, OH"	"39061"	412	4041670	10.1938	0.4647%
	"Hancock County, OH"	"39063"	12	378309	Unreliable	0.0135%
	"Hardin County, OH"	"39065"	Suppressed	157957	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	Suppressed	77138	Suppressed	Suppressed
	"Henry County, OH"	"39069"	Suppressed	138659	Suppressed	Suppressed
	"Highland County, OH"	"39071"	21	215370	9.7507	0.0237%
	"Hocking County, OH"	"39073"	Suppressed	142695	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	Suppressed	219293	Suppressed	Suppressed
	"Huron County, OH"	"39077"	Suppressed	293005	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	Suppressed	163081	Suppressed	Suppressed
	"Jefferson County, OH"	"39081"	21	336068	6.2487	0.0237%
	"Knox County, OH"	"39083"	10	305113	Unreliable	0.0113%
	"Lake County, OH"	"39085"	23	1147063	2.0051	0.0259%
	"Lawrence County, OH"	"39087"	16	305770	Unreliable	0.0180%
	"Licking County, OH"	"39089"	21	853981	2.4591	0.0237%
	"Logan County, OH"	"39091"	Suppressed	226864	Suppressed	Suppressed
	"Lorain County, OH"	"39093"	66	1526479	4.3237	0.0744%
	"Lucas County, OH"	"39095"	160	2168743	7.3775	0.1805%
	"Madison County, OH"	"39097"	Suppressed	218744	Suppressed	Suppressed
	"Mahoning County, OH"	"39099"	114	1158777	9.8380	0.1286%
	"Marion County, OH"	"39101"	Suppressed	327043	Suppressed	Suppressed
	"Medina County, OH"	"39103"	14	882931	Unreliable	0.0158%
	"Meigs County, OH"	"39105"	Suppressed	116289	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	Suppressed	204365	Suppressed	Suppressed
	"Miami County, OH"	"39109"	Suppressed	521364	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	Suppressed	71615	Suppressed	Suppressed
	"Montgomery County, OH"	"39113"	258	2664001	9.6847	0.2910%
	"Morgan County, OH"	"39115"	Suppressed	74037	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	Suppressed	175289	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	Suppressed	429556	Suppressed	Suppressed
	"Noble County, OH"	"39121"	Suppressed	72017	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	Suppressed	204477	Suppressed	Suppressed
	"Paulding County, OH"	"39125"	Suppressed	94929	Suppressed	Suppressed
	"Perry County, OH"	"39127"	Suppressed	179745	Suppressed	Suppressed
	"Pickaway County, OH"	"39129"	13	285573	Unreliable	0.0147%
	"Pike County, OH"	"39131"	11	141270	Unreliable	0.0124%
	"Portage County, OH"	"39133"	15	812217	Unreliable	0.0169%
	"Preble County, OH"	"39135"	Suppressed	207014	Suppressed	Suppressed
	"Putnam County, OH"	"39137"	Suppressed	170235	Suppressed	Suppressed
	"Richland County, OH"	"39139"	24	607118	3.9531	0.0271%
	"Ross County, OH"	"39141"	11	386552	Unreliable	0.0124%
	"Sandusky County, OH"	"39143"	Suppressed	298481	Suppressed	Suppressed
	"Scioto County, OH"	"39145"	19	384253	Unreliable	0.0214%
	"Seneca County, OH"	"39147"	Suppressed	277789	Suppressed	Suppressed
	"Shelby County, OH"	"39149"	Suppressed	244426	Suppressed	Suppressed
	"Stark County, OH"	"39151"	99	1872487	5.2871	0.1117%
	"Summit County, OH"	"39153"	183	2707263	6.7596	0.2064%
	"Trumbull County, OH"	"39155"	69	1017573	6.7808	0.0778%
	"Tuscarawas County, OH"	"39157"	18	463093	Unreliable	0.0203%
	"Union County, OH"	"39159"	Suppressed	273557	Suppressed	Suppressed
	"Van Wert County, OH"	"39161"	Suppressed	142062	Suppressed	Suppressed
	"Vinton County, OH"	"39163"	Suppressed	65571	Suppressed	Suppressed
	"Warren County, OH"	"39165"	20	1121242	1.7837	0.0226%
	"Washington County, OH"	"39167"	Suppressed	304663	Suppressed	Suppressed
	"Wayne County, OH"	"39169"	10	579179	Unreliable	0.0113%
